36429461633124638,"['/cut_coadds/gri_part4/coadds/coadd_36429461633124638/1.fits', '/cut_coadds/gri_part4/coadds/coadd_36429461633124638/2.fits', '/cut_coadds/gri_part4/coadds/coadd_36429461633124638/3.fits', '/cut_coadds/gri_part4/coadds/coadd_36429461633124638/4.fits']",1_24.015365600000006.png,1,"['0.1642', '0.8358']"
36429191050167994,"['/cut_coadds/gri_part4/coadds/coadd_36429191050167994/1.fits', '/cut_coadds/gri_part4/coadds/coadd_36429191050167994/2.fits', '/cut_coadds/gri_part4/coadds/coadd_36429191050167994/3.fits', '/cut_coadds/gri_part4/coadds/coadd_36429191050167994/4.fits']",1_24.0197334.png,1,"['0.1640', '0.8360']"
36429461633106491,"['/cut_coadds/gri_part4/coadds/coadd_36429461633106491/1.fits', '/cut_coadds/gri_part4/coadds/coadd_36429461633106491/2.fits', '/cut_coadds/gri_part4/coadds/coadd_36429461633106491/3.fits', '/cut_coadds/gri_part4/coadds/coadd_36429461633106491/4.fits']",1_24.022281600000003.png,1,"['0.1642', '0.8358']"
36429045021299951,"['/cut_coadds/gri_part4/coadds/coadd_36429045021299951/1.fits', '/cut_coadds/gri_part4/coadds/coadd_36429045021299951/2.fits', '/cut_coadds/gri_part4/coadds/coadd_36429045021299951/3.fits', '/cut_coadds/gri_part4/coadds/coadd_36429045021299951/4.fits']",1_24.0238304.png,1,"['0.1642', '0.8358']"
36429315604235231,"['/cut_coadds/gri_part4/coadds/coadd_36429315604235231/1.fits', '/cut_coadds/gri_part4/coadds/coadd_36429315604235231/2.fits', '/cut_coadds/gri_part4/coadds/coadd_36429315604235231/3.fits', '/cut_coadds/gri_part4/coadds/coadd_36429315604235231/4.fits']",1_24.0283203.png,1,"['0.1585', '0.8415']"
36429186755218263,"['/cut_coadds/gri_part4/coadds/coadd_36429186755218263/1.fits', '/cut_coadds/gri_part4/coadds/coadd_36429186755218263/2.fits', '/cut_coadds/gri_part4/coadds/coadd_36429186755218263/3.fits', '/cut_coadds/gri_part4/coadds/coadd_36429186755218263/4.fits']",1_24.030014.png,1,"['0.1642', '0.8358']"
36425617637395168,"['/cut_coadds/gri_part4/coadds/coadd_36425617637395168/1.fits', '/cut_coadds/gri_part4/coadds/coadd_36425617637395168/2.fits', '/cut_coadds/gri_part4/coadds/coadd_36425617637395168/3.fits', '/cut_coadds/gri_part4/coadds/coadd_36425617637395168/4.fits']",1_24.0302391.png,1,"['0.1974', '0.8026']"
36425750781363132,"['/cut_coadds/gri_part4/coadds/coadd_36425750781363132/1.fits', '/cut_coadds/gri_part4/coadds/coadd_36425750781363132/2.fits', '/cut_coadds/gri_part4/coadds/coadd_36425750781363132/3.fits', '/cut_coadds/gri_part4/coadds/coadd_36425750781363132/4.fits']",1_24.0348625.png,1,"['0.1615', '0.8385']"
36429328489121781,"['/cut_coadds/gri_part4/coadds/coadd_36429328489121781/1.fits', '/cut_coadds/gri_part4/coadds/coadd_36429328489121781/2.fits', '/cut_coadds/gri_part4/coadds/coadd_36429328489121781/3.fits', '/cut_coadds/gri_part4/coadds/coadd_36429328489121781/4.fits']",1_24.0373917.png,1,"['0.1642', '0.8358']"
36429324194174650,"['/cut_coadds/gri_part4/coadds/coadd_36429324194174650/1.fits', '/cut_coadds/gri_part4/coadds/coadd_36429324194174650/2.fits', '/cut_coadds/gri_part4/coadds/coadd_36429324194174650/3.fits', '/cut_coadds/gri_part4/coadds/coadd_36429324194174650/4.fits']",1_24.0411205.png,1,"['0.1642', '0.8358']"
36425342759487513,"['/cut_coadds/gri_part4/coadds/coadd_36425342759487513/1.fits', '/cut_coadds/gri_part4/coadds/coadd_36425342759487513/2.fits', '/cut_coadds/gri_part4/coadds/coadd_36425342759487513/3.fits', '/cut_coadds/gri_part4/coadds/coadd_36425342759487513/4.fits']",1_24.0423565.png,1,"['0.1536', '0.8464']"
