37485396522714913,1_19.7053757.png,"/cut_coadds/gri_part1/coadds/coadd_37485396522714913/1.fits,/cut_coadds/gri_part1/coadds/coadd_37485396522714913/2.fits,/cut_coadds/gri_part1/coadds/coadd_37485396522714913/3.fits,/cut_coadds/gri_part1/coadds/coadd_37485396522714913/4.fits",1,0.9997443556785583,0.0002556361723691225
37484713622920941,1_19.8003101.png,"/cut_coadds/gri_part1/coadds/coadd_37484713622920941/1.fits,/cut_coadds/gri_part1/coadds/coadd_37484713622920941/2.fits,/cut_coadds/gri_part1/coadds/coadd_37484713622920941/3.fits,/cut_coadds/gri_part1/coadds/coadd_37484713622920941/4.fits",1,0.9996805191040039,0.00031945109367370605
37471768591486486,1_20.0882473.png,"/cut_coadds/gri_part1/coadds/coadd_37471768591486486/1.fits,/cut_coadds/gri_part1/coadds/coadd_37471768591486486/2.fits,/cut_coadds/gri_part1/coadds/coadd_37471768591486486/3.fits,/cut_coadds/gri_part1/coadds/coadd_37471768591486486/4.fits",1,0.9720820784568787,0.027917949482798576
37475917529896296,1_20.0899544.png,"/cut_coadds/gri_part1/coadds/coadd_37475917529896296/1.fits,/cut_coadds/gri_part1/coadds/coadd_37475917529896296/2.fits,/cut_coadds/gri_part1/coadds/coadd_37475917529896296/3.fits,/cut_coadds/gri_part1/coadds/coadd_37475917529896296/4.fits",1,0.9888792634010315,0.011120759882032871
37471648332410380,1_20.2567253.png,"/cut_coadds/gri_part1/coadds/coadd_37471648332410380/1.fits,/cut_coadds/gri_part1/coadds/coadd_37471648332410380/2.fits,/cut_coadds/gri_part1/coadds/coadd_37471648332410380/3.fits,/cut_coadds/gri_part1/coadds/coadd_37471648332410380/4.fits",1,0.9957260489463806,0.004273977596312761
37472189498287561,1_20.2850914.png,"/cut_coadds/gri_part1/coadds/coadd_37472189498287561/1.fits,/cut_coadds/gri_part1/coadds/coadd_37472189498287561/2.fits,/cut_coadds/gri_part1/coadds/coadd_37472189498287561/3.fits,/cut_coadds/gri_part1/coadds/coadd_37472189498287561/4.fits",1,0.991142988204956,0.008857015520334244
37476445810871239,1_20.3548927.png,"/cut_coadds/gri_part1/coadds/coadd_37476445810871239/1.fits,/cut_coadds/gri_part1/coadds/coadd_37476445810871239/2.fits,/cut_coadds/gri_part1/coadds/coadd_37476445810871239/3.fits,/cut_coadds/gri_part1/coadds/coadd_37476445810871239/4.fits",1,0.977557897567749,0.022442078217864037
37480599044248464,1_20.434427300000007.png,"/cut_coadds/gri_part1/coadds/coadd_37480599044248464/1.fits,/cut_coadds/gri_part1/coadds/coadd_37480599044248464/2.fits,/cut_coadds/gri_part1/coadds/coadd_37480599044248464/3.fits,/cut_coadds/gri_part1/coadds/coadd_37480599044248464/4.fits",1,0.7138962149620056,0.2861037850379944
37472348412074904,1_20.4937534.png,"/cut_coadds/gri_part1/coadds/coadd_37472348412074904/1.fits,/cut_coadds/gri_part1/coadds/coadd_37472348412074904/2.fits,/cut_coadds/gri_part1/coadds/coadd_37472348412074904/3.fits,/cut_coadds/gri_part1/coadds/coadd_37472348412074904/4.fits",1,0.9535723924636841,0.046427588909864426
37476720688779642,1_20.6164532.png,"/cut_coadds/gri_part1/coadds/coadd_37476720688779642/1.fits,/cut_coadds/gri_part1/coadds/coadd_37476720688779642/2.fits,/cut_coadds/gri_part1/coadds/coadd_37476720688779642/3.fits,/cut_coadds/gri_part1/coadds/coadd_37476720688779642/4.fits",1,0.9248795509338379,0.0751204639673233
37476200997719089,1_20.6902828.png,"/cut_coadds/gri_part1/coadds/coadd_37476200997719089/1.fits,/cut_coadds/gri_part1/coadds/coadd_37476200997719089/2.fits,/cut_coadds/gri_part1/coadds/coadd_37476200997719089/3.fits,/cut_coadds/gri_part1/coadds/coadd_37476200997719089/4.fits",1,0.8670929670333862,0.13290701806545258
36438124582165376,1_20.7549477.png,"/cut_coadds/gri_part1/coadds/coadd_36438124582165376/1.fits,/cut_coadds/gri_part1/coadds/coadd_36438124582165376/2.fits,/cut_coadds/gri_part1/coadds/coadd_36438124582165376/3.fits,/cut_coadds/gri_part1/coadds/coadd_36438124582165376/4.fits",1,0.8964821100234985,0.10351789742708206
37481011361106716,1_20.7973213.png,"/cut_coadds/gri_part1/coadds/coadd_37481011361106716/1.fits,/cut_coadds/gri_part1/coadds/coadd_37481011361106716/2.fits,/cut_coadds/gri_part1/coadds/coadd_37481011361106716/3.fits,/cut_coadds/gri_part1/coadds/coadd_37481011361106716/4.fits",1,0.8736220002174377,0.12637799978256226
